id,dataset,graph,uuid,tier,strategy,in_queue,final_label,action,reason,revert_strategy,revert_to,release_position
mindthequery:251,mindthequery,covid,Complex_Retrieval_test:102,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,250
mindthequery:252,mindthequery,covid,Complex_Retrieval_test:103,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,251
mindthequery:253,mindthequery,covid,Complex_Retrieval_test:104,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,252
mindthequery:254,mindthequery,covid,Complex_Retrieval_test:105,algorithmic,typo,True,valid,keep:valid,valid,,,253
mindthequery:255,mindthequery,covid,Complex_Retrieval_test:106,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,254
mindthequery:256,mindthequery,covid,Complex_Retrieval_test:107,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,255
mindthequery:257,mindthequery,covid,Complex_Retrieval_test:108,algorithmic,typo,True,valid,keep:valid,valid,,,256
mindthequery:258,mindthequery,covid,Complex_Retrieval_test:109,llm,alias,True,valid,keep:valid,valid,,,257
mindthequery:259,mindthequery,covid,Complex_Retrieval_test:110,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,258
mindthequery:260,mindthequery,covid,Complex_Retrieval_test:111,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,259
mindthequery:261,mindthequery,covid,Complex_Retrieval_test:112,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,260
mindthequery:262,mindthequery,covid,Complex_Retrieval_test:113,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,261
mindthequery:263,mindthequery,covid,Complex_Retrieval_test:114,llm,abbrev,True,valid,keep:valid,valid,,,262
mindthequery:264,mindthequery,covid,Complex_Retrieval_test:115,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,263
mindthequery:265,mindthequery,covid,Complex_Retrieval_test:116,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,264
mindthequery:266,mindthequery,covid,Complex_Retrieval_test:117,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,265
mindthequery:267,mindthequery,covid,Complex_Retrieval_test:118,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,266
mindthequery:268,mindthequery,covid,Complex_Retrieval_test:120,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,267
mindthequery:269,mindthequery,covid,Complex_Retrieval_test:121,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,268
mindthequery:270,mindthequery,covid,Complex_Retrieval_test:122,llm,alias,True,valid,keep:valid,valid,,,269
mindthequery:271,mindthequery,covid,Complex_Retrieval_test:123,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,270
mindthequery:272,mindthequery,covid,Complex_Retrieval_test:124,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,271
mindthequery:273,mindthequery,covid,Complex_Retrieval_test:125,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,272
mindthequery:274,mindthequery,covid,Complex_Retrieval_test:126,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,273
mindthequery:275,mindthequery,covid,Complex_Retrieval_test:127,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,274
mindthequery:276,mindthequery,covid,Complex_Retrieval_test:128,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,275
mindthequery:277,mindthequery,covid,Complex_Retrieval_test:129,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,276
mindthequery:278,mindthequery,covid,Complex_Retrieval_test:130,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,277
mindthequery:279,mindthequery,covid,Complex_Retrieval_test:131,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,278
mindthequery:280,mindthequery,covid,Complex_Retrieval_test:132,algorithmic,typo,True,valid,keep:valid,valid,,,279
mindthequery:281,mindthequery,covid,Complex_Retrieval_test:133,algorithmic,partial,True,valid,keep:valid,valid,,,280
mindthequery:282,mindthequery,covid,Complex_Retrieval_test:134,algorithmic,partial,True,valid,keep:valid,valid,,,281
mindthequery:283,mindthequery,covid,Complex_Retrieval_test:135,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,282
mindthequery:284,mindthequery,covid,Complex_Retrieval_test:136,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,283
mindthequery:285,mindthequery,covid,Complex_Retrieval_test:137,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,284
mindthequery:286,mindthequery,covid,Complex_Retrieval_test:138,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,285
mindthequery:287,mindthequery,covid,Complex_Retrieval_test:139,algorithmic,partial,True,valid,keep:valid,valid,,,286
mindthequery:288,mindthequery,covid,Complex_Retrieval_test:140,llm,alias,True,valid,keep:valid,valid,,,287
mindthequery:289,mindthequery,covid,Complex_Retrieval_test:141,llm,alias,True,valid,keep:valid,valid,,,288
mindthequery:290,mindthequery,covid,Complex_Retrieval_test:142,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,289
mindthequery:291,mindthequery,covid,Complex_Retrieval_test:143,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,290
mindthequery:292,mindthequery,covid,Complex_Retrieval_test:144,llm,abbrev,True,valid,keep:valid,valid,,,291
mindthequery:293,mindthequery,covid,Complex_Retrieval_test:145,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,292
mindthequery:294,mindthequery,covid,Complex_Retrieval_test:146,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,293
mindthequery:295,mindthequery,covid,Complex_Retrieval_test:147,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,294
mindthequery:296,mindthequery,covid,Complex_Retrieval_test:148,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,295
mindthequery:297,mindthequery,covid,Complex_Retrieval_test:149,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,296
mindthequery:298,mindthequery,covid,Complex_Retrieval_test:150,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,297
mindthequery:299,mindthequery,covid,Complex_Retrieval_test:151,algorithmic,typo,True,valid,keep:valid,valid,,,298
mindthequery:300,mindthequery,covid,Complex_Retrieval_test:153,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,299
mindthequery:301,mindthequery,covid,Complex_Retrieval_test:154,llm,abbrev,True,valid,keep:valid,valid,,,300
mindthequery:302,mindthequery,covid,Complex_Retrieval_test:155,llm,alias,True,valid,keep:valid,valid,,,301
mindthequery:303,mindthequery,covid,Complex_Retrieval_test:156,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,302
mindthequery:304,mindthequery,covid,Complex_Retrieval_test:157,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,303
mindthequery:305,mindthequery,covid,Complex_Retrieval_test:158,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,304
mindthequery:306,mindthequery,covid,Complex_Retrieval_test:159,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,305
mindthequery:307,mindthequery,covid,Complex_Retrieval_test:160,algorithmic,partial,True,valid,keep:valid,valid,,,306
mindthequery:308,mindthequery,covid,Complex_Retrieval_test:161,algorithmic,typo,True,valid,keep:valid,valid,,,307
mindthequery:309,mindthequery,covid,Complex_Retrieval_test:162,llm,abbrev,True,valid,keep:valid,valid,,,308
mindthequery:310,mindthequery,covid,Complex_Retrieval_test:163,llm,alias,True,valid,keep:valid,valid,,,309
mindthequery:311,mindthequery,covid,Complex_Retrieval_test:164,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,310
mindthequery:312,mindthequery,covid,Complex_Retrieval_test:165,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,311
mindthequery:313,mindthequery,covid,Complex_Retrieval_test:166,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,312
mindthequery:314,mindthequery,covid,Complex_Retrieval_test:168,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,313
mindthequery:315,mindthequery,covid,Complex_Retrieval_test:169,llm,abbrev,True,valid,keep:valid,valid,,,314
mindthequery:316,mindthequery,covid,Complex_Retrieval_test:170,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,315
mindthequery:317,mindthequery,covid,Complex_Retrieval_test:171,llm,abbrev,True,valid,keep:valid,valid,,,316
mindthequery:318,mindthequery,covid,Complex_Retrieval_test:172,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,317
mindthequery:319,mindthequery,covid,Complex_Retrieval_test:173,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,318
mindthequery:320,mindthequery,covid,Complex_Retrieval_test:175,algorithmic,typo,True,valid,keep:valid,valid,,,319
mindthequery:321,mindthequery,covid,Complex_Retrieval_test:177,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,320
mindthequery:322,mindthequery,covid,Complex_Retrieval_test:178,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,321
mindthequery:323,mindthequery,covid,Complex_Retrieval_test:180,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,322
mindthequery:324,mindthequery,covid,Complex_Retrieval_test:181,llm,abbrev,True,valid,keep:valid,valid,,,323
mindthequery:325,mindthequery,covid,Complex_Retrieval_test:182,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,324
mindthequery:326,mindthequery,covid,Complex_Retrieval_test:183,algorithmic,typo,True,valid,keep:valid,valid,,,325
mindthequery:327,mindthequery,covid,Complex_Retrieval_test:184,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,326
mindthequery:328,mindthequery,covid,Complex_Retrieval_test:185,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,327
mindthequery:329,mindthequery,covid,Complex_Retrieval_test:186,llm,alias,True,valid,keep:valid,valid,,,328
mindthequery:330,mindthequery,covid,Complex_Retrieval_test:187,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,329
mindthequery:331,mindthequery,covid,Complex_Retrieval_test:188,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,330
mindthequery:332,mindthequery,covid,Complex_Retrieval_test:189,llm,alias,True,valid,keep:valid,valid,,,331
mindthequery:333,mindthequery,covid,Complex_Retrieval_test:190,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,332
mindthequery:334,mindthequery,covid,Complex_Retrieval_test:191,llm,abbrev,True,valid,keep:valid,valid,,,333
mindthequery:335,mindthequery,covid,Complex_Retrieval_test:192,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,334
mindthequery:336,mindthequery,covid,Complex_Retrieval_test:193,llm,alias,True,valid,keep:valid,valid,,,335
mindthequery:337,mindthequery,covid,Complex_Retrieval_test:194,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,336
mindthequery:338,mindthequery,covid,Complex_Retrieval_test:195,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,337
mindthequery:339,mindthequery,covid,Complex_Retrieval_test:196,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,338
mindthequery:340,mindthequery,covid,Complex_Retrieval_test:197,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,339
mindthequery:341,mindthequery,covid,Complex_Retrieval_test:199,algorithmic,typo,True,valid,keep:valid,valid,,,340
mindthequery:342,mindthequery,covid,Complex_Retrieval_test:200,llm,abbrev,True,valid,keep:valid,valid,,,341
mindthequery:343,mindthequery,covid,Complex_Retrieval_test:201,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,342
mindthequery:344,mindthequery,covid,Complex_Retrieval_test:202,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,343
mindthequery:345,mindthequery,covid,Complex_Retrieval_test:203,llm,alias,True,valid,keep:valid,valid,,,344
mindthequery:346,mindthequery,covid,Complex_Retrieval_test:204,llm,abbrev,True,valid,keep:valid,valid,,,345
mindthequery:347,mindthequery,covid,Complex_Retrieval_test:205,llm,abbrev,True,valid,keep:valid,valid,,,346
mindthequery:348,mindthequery,covid,Complex_Retrieval_test:206,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,347
mindthequery:349,mindthequery,covid,Complex_Retrieval_test:207,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,348
mindthequery:350,mindthequery,covid,Complex_Retrieval_test:208,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,349
mindthequery:351,mindthequery,er,Complex_Aggregation_test:1,llm,abbrev,True,valid,remove:unnatural,valid but a rater judged it a form nobody would write,,,
mindthequery:352,mindthequery,er,Complex_Aggregation_test:9,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,350
mindthequery:353,mindthequery,er,Complex_Aggregation_test:36,attested,abbrev,True,valid,keep:valid,valid,,,351
mindthequery:354,mindthequery,er,Complex_Aggregation_test:43,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,352
mindthequery:355,mindthequery,er,Complex_Aggregation_test:46,llm,abbrev,True,valid,keep:valid,valid,,,353
mindthequery:356,mindthequery,er,Complex_Aggregation_test:52,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,354
mindthequery:357,mindthequery,er,Complex_Aggregation_test:58,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,355
mindthequery:358,mindthequery,er,Complex_Aggregation_test:63,attested,abbrev,True,valid,keep:valid,valid,,,356
mindthequery:359,mindthequery,er,Complex_Aggregation_test:73,attested,abbrev,True,valid,keep:valid,valid,,,357
mindthequery:360,mindthequery,er,Complex_Aggregation_test:84,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,358
mindthequery:361,mindthequery,er,Complex_Aggregation_test:86,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,359
mindthequery:362,mindthequery,er,Complex_Aggregation_test:97,llm,abbrev,True,valid,keep:valid,valid,,,360
mindthequery:363,mindthequery,er,Complex_Aggregation_test:98,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,361
mindthequery:364,mindthequery,er,Complex_Aggregation_test:108,llm,abbrev,True,valid,keep:valid,valid,,,362
mindthequery:365,mindthequery,er,Complex_Aggregation_test:161,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,363
mindthequery:366,mindthequery,er,Complex_Aggregation_test:175,algorithmic,casing,True,valid,keep:valid,valid,,,364
mindthequery:367,mindthequery,er,Complex_Aggregation_test:180,llm,abbrev,True,valid,keep:valid,valid,,,365
mindthequery:368,mindthequery,er,Complex_Retrieval_test:0,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,366
mindthequery:369,mindthequery,er,Complex_Retrieval_test:1,llm,abbrev,True,valid,keep:valid,valid,,,367
mindthequery:370,mindthequery,er,Complex_Retrieval_test:2,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,368
mindthequery:371,mindthequery,er,Complex_Retrieval_test:3,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,369
mindthequery:372,mindthequery,er,Complex_Retrieval_test:4,llm,abbrev,True,valid,keep:valid,valid,,,370
mindthequery:373,mindthequery,er,Complex_Retrieval_test:6,attested,abbrev,True,valid,keep:valid,valid,,,371
mindthequery:374,mindthequery,er,Complex_Retrieval_test:7,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,372
mindthequery:375,mindthequery,er,Complex_Retrieval_test:8,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,373
mindthequery:376,mindthequery,er,Complex_Retrieval_test:10,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,374
mindthequery:377,mindthequery,er,Complex_Retrieval_test:11,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,375
mindthequery:378,mindthequery,er,Complex_Retrieval_test:13,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,376
mindthequery:379,mindthequery,er,Complex_Retrieval_test:14,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,377
mindthequery:380,mindthequery,er,Complex_Retrieval_test:15,algorithmic,typo,True,valid,keep:valid,valid,,,378
mindthequery:381,mindthequery,er,Complex_Retrieval_test:16,llm,abbrev,True,valid,keep:valid,valid,,,379
mindthequery:382,mindthequery,er,Complex_Retrieval_test:18,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,380
mindthequery:383,mindthequery,er,Complex_Retrieval_test:20,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,381
mindthequery:384,mindthequery,er,Complex_Retrieval_test:21,llm,abbrev,True,valid,keep:valid,valid,,,382
mindthequery:385,mindthequery,er,Complex_Retrieval_test:25,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,383
mindthequery:386,mindthequery,er,Complex_Retrieval_test:26,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,384
mindthequery:387,mindthequery,er,Complex_Retrieval_test:27,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,385
mindthequery:388,mindthequery,er,Complex_Retrieval_test:28,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,386
mindthequery:389,mindthequery,er,Complex_Retrieval_test:29,llm,abbrev,True,valid,keep:valid,valid,,,387
mindthequery:390,mindthequery,er,Complex_Retrieval_test:30,llm,abbrev,True,valid,keep:valid,valid,,,388
mindthequery:391,mindthequery,er,Complex_Retrieval_test:32,attested,abbrev,True,valid,keep:valid,valid,,,389
mindthequery:392,mindthequery,er,Complex_Retrieval_test:33,llm,abbrev,True,valid,keep:valid,valid,,,390
mindthequery:393,mindthequery,er,Complex_Retrieval_test:34,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,391
mindthequery:394,mindthequery,er,Complex_Retrieval_test:35,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,392
mindthequery:395,mindthequery,er,Complex_Retrieval_test:36,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,393
mindthequery:396,mindthequery,er,Complex_Retrieval_test:37,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,394
mindthequery:397,mindthequery,er,Complex_Retrieval_test:38,llm,abbrev,True,valid,keep:valid,valid,,,395
mindthequery:398,mindthequery,er,Complex_Retrieval_test:39,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,396
mindthequery:399,mindthequery,er,Complex_Retrieval_test:40,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,397
mindthequery:400,mindthequery,er,Complex_Retrieval_test:41,algorithmic,typo,True,valid,keep:valid,valid,,,398
mindthequery:401,mindthequery,er,Complex_Retrieval_test:42,llm,abbrev,True,valid,keep:valid,valid,,,399
mindthequery:402,mindthequery,er,Complex_Retrieval_test:43,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,400
mindthequery:403,mindthequery,er,Complex_Retrieval_test:44,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,401
mindthequery:404,mindthequery,er,Complex_Retrieval_test:45,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,402
mindthequery:405,mindthequery,er,Complex_Retrieval_test:46,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,403
mindthequery:406,mindthequery,er,Complex_Retrieval_test:47,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,404
mindthequery:407,mindthequery,er,Complex_Retrieval_test:48,llm,abbrev,True,valid,keep:valid,valid,,,405
mindthequery:408,mindthequery,er,Complex_Retrieval_test:50,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,406
mindthequery:409,mindthequery,er,Complex_Retrieval_test:52,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,407
mindthequery:410,mindthequery,er,Complex_Retrieval_test:54,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,408
mindthequery:411,mindthequery,er,Complex_Retrieval_test:55,llm,abbrev,True,valid,keep:valid,valid,,,409
mindthequery:412,mindthequery,er,Complex_Retrieval_test:56,llm,abbrev,True,valid,keep:valid,valid,,,410
mindthequery:413,mindthequery,er,Complex_Retrieval_test:58,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,411
mindthequery:414,mindthequery,er,Complex_Retrieval_test:60,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,412
mindthequery:415,mindthequery,er,Complex_Retrieval_test:62,llm,abbrev,True,valid,keep:valid,valid,,,413
mindthequery:416,mindthequery,er,Complex_Retrieval_test:63,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,414
mindthequery:417,mindthequery,er,Complex_Retrieval_test:64,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,415
mindthequery:418,mindthequery,er,Complex_Retrieval_test:65,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,416
mindthequery:419,mindthequery,er,Complex_Retrieval_test:66,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,417
mindthequery:420,mindthequery,er,Complex_Retrieval_test:67,llm,abbrev,True,valid,keep:valid,valid,,,418
mindthequery:421,mindthequery,er,Complex_Retrieval_test:69,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,419
mindthequery:422,mindthequery,er,Complex_Retrieval_test:73,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,420
mindthequery:423,mindthequery,er,Complex_Retrieval_test:74,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,421
mindthequery:424,mindthequery,er,Complex_Retrieval_test:75,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,422
mindthequery:425,mindthequery,er,Complex_Retrieval_test:76,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,423
mindthequery:426,mindthequery,er,Complex_Retrieval_test:77,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,424
mindthequery:427,mindthequery,er,Complex_Retrieval_test:78,algorithmic,typo,True,valid,keep:valid,valid,,,425
mindthequery:428,mindthequery,er,Complex_Retrieval_test:79,algorithmic,typo,True,valid,keep:valid,valid,,,426
mindthequery:429,mindthequery,er,Complex_Retrieval_test:80,attested,abbrev,True,valid,keep:valid,valid,,,427
mindthequery:430,mindthequery,er,Complex_Retrieval_test:82,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,428
mindthequery:431,mindthequery,er,Complex_Retrieval_test:83,llm,abbrev,True,valid,keep:valid,valid,,,429
mindthequery:432,mindthequery,er,Complex_Retrieval_test:84,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,430
mindthequery:433,mindthequery,er,Complex_Retrieval_test:85,llm,abbrev,True,valid,keep:valid,valid,,,431
mindthequery:434,mindthequery,er,Complex_Retrieval_test:86,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,432
mindthequery:435,mindthequery,er,Complex_Retrieval_test:87,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,433
mindthequery:436,mindthequery,er,Complex_Retrieval_test:88,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,434
mindthequery:437,mindthequery,er,Complex_Retrieval_test:90,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,435
mindthequery:438,mindthequery,er,Complex_Retrieval_test:92,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,436
mindthequery:439,mindthequery,er,Complex_Retrieval_test:93,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,437
mindthequery:440,mindthequery,er,Complex_Retrieval_test:94,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,438
mindthequery:441,mindthequery,er,Complex_Retrieval_test:95,attested,abbrev,True,valid,keep:valid,valid,,,439
mindthequery:442,mindthequery,er,Complex_Retrieval_test:96,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,440
mindthequery:443,mindthequery,er,Complex_Retrieval_test:97,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,441
mindthequery:444,mindthequery,er,Complex_Retrieval_test:99,llm,abbrev,True,valid,keep:valid,valid,,,442
mindthequery:445,mindthequery,er,Complex_Retrieval_test:100,llm,abbrev,True,valid,keep:valid,valid,,,443
mindthequery:446,mindthequery,er,Complex_Retrieval_test:101,algorithmic,partial,True,valid,keep:valid,valid,,,444
mindthequery:447,mindthequery,er,Complex_Retrieval_test:103,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,445
mindthequery:448,mindthequery,er,Complex_Retrieval_test:104,llm,abbrev,True,valid,keep:valid,valid,,,446
mindthequery:449,mindthequery,er,Complex_Retrieval_test:107,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,447
mindthequery:450,mindthequery,er,Complex_Retrieval_test:109,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,448
mindthequery:451,mindthequery,er,Complex_Retrieval_test:110,llm,abbrev,True,valid,keep:valid,valid,,,449
mindthequery:452,mindthequery,er,Complex_Retrieval_test:112,algorithmic,casing,True,valid,keep:valid,valid,,,450
mindthequery:453,mindthequery,er,Complex_Retrieval_test:114,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,451
mindthequery:454,mindthequery,er,Complex_Retrieval_test:115,algorithmic,typo,True,valid,keep:valid,valid,,,452
mindthequery:455,mindthequery,er,Complex_Retrieval_test:116,attested,abbrev,True,valid,keep:valid,valid,,,453
mindthequery:456,mindthequery,er,Complex_Retrieval_test:118,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,454
mindthequery:457,mindthequery,er,Complex_Retrieval_test:119,llm,abbrev,True,valid,keep:valid,valid,,,455
mindthequery:458,mindthequery,er,Complex_Retrieval_test:120,algorithmic,typo,True,valid,keep:valid,valid,,,456
mindthequery:459,mindthequery,er,Complex_Retrieval_test:121,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,457
mindthequery:460,mindthequery,er,Complex_Retrieval_test:122,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,458
mindthequery:461,mindthequery,er,Complex_Retrieval_test:125,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,459
mindthequery:462,mindthequery,er,Complex_Retrieval_test:127,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,460
mindthequery:463,mindthequery,er,Complex_Retrieval_test:128,llm,abbrev,True,valid,keep:valid,valid,,,461
mindthequery:464,mindthequery,er,Complex_Retrieval_test:129,algorithmic,typo,True,valid,keep:valid,valid,,,462
mindthequery:465,mindthequery,er,Complex_Retrieval_test:130,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,463
mindthequery:466,mindthequery,er,Complex_Retrieval_test:131,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,464
mindthequery:467,mindthequery,er,Complex_Retrieval_test:132,llm,abbrev,True,valid,keep:valid,valid,,,465
mindthequery:468,mindthequery,er,Complex_Retrieval_test:135,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,466
mindthequery:469,mindthequery,er,Complex_Retrieval_test:136,attested,abbrev,True,valid,keep:valid,valid,,,467
mindthequery:470,mindthequery,er,Complex_Retrieval_test:137,llm,abbrev,True,valid,keep:valid,valid,,,468
mindthequery:471,mindthequery,er,Complex_Retrieval_test:138,algorithmic,typo,True,valid,keep:valid,valid,,,469
