id,annotator,validity,naturalness,source_error,corrected_form,notes,calibration_item
cypherbench:939,C,valid,natural,no,Tennman Records,Shortening 'Tennman Records' to 'Tennman' in this context is completely natural and refers clearly to the company.,no
cypherbench:939,D,valid,natural,no,,,no
cypherbench:94,D,valid,natural,no,,,no
cypherbench:940,B,valid,natural,no,,,no
cypherbench:940,E,valid,natural,no,,,no
cypherbench:942,B,valid,natural,no,,,no
cypherbench:942,E,valid,natural,no,,,no
cypherbench:947,C,valid,natural,no,KLM,KL is the standard IATA code for KLM.,no
cypherbench:947,D,valid,natural,no,,,no
cypherbench:949,D,valid,natural,no,,,no
cypherbench:949,E,valid,natural,no,,,no
cypherbench:953,A,valid,natural,no,,,no
cypherbench:953,E,valid,natural,no,,,no
cypherbench:954,A,valid,natural,no,,,no
cypherbench:954,C,valid,natural,no,,,no
cypherbench:955,A,valid,natural,no,,,no
cypherbench:955,E,valid,natural,no,,,no
cypherbench:956,B,valid,natural,no,,,no
cypherbench:956,E,valid,natural,no,,,no
cypherbench:958,A,valid,natural,no,,,no
cypherbench:958,E,valid,natural,no,,,no
cypherbench:959,E,valid,natural,no,,,no
cypherbench:96,B,valid,natural,no,,,no
cypherbench:96,D,valid,natural,no,,,no
cypherbench:972,B,valid,natural,no,,,no
cypherbench:972,D,valid,natural,no,,,no
cypherbench:975,B,valid,natural,no,,,no
cypherbench:975,E,valid,natural,no,,,no
cypherbench:976,D,valid,natural,no,,,no
cypherbench:978,B,valid,natural,no,,,no
cypherbench:978,D,valid,natural,no,,,no
cypherbench:98,B,valid,natural,no,,,no
cypherbench:98,C,valid,natural,no,LAL,"LAL is a standard abbreviation for the Los Angeles Lakers, especially in sports contexts.",no
cypherbench:980,B,valid,natural,no,,,no
cypherbench:980,D,valid,natural,no,,,no
cypherbench:981,C,valid,natural,no,Lexicon,,no
cypherbench:984,A,valid,natural,no,,,no
cypherbench:984,C,valid,natural,no,,Brøderbund is the original official spelling of the company name.,no
cypherbench:987,A,valid,natural,no,,,no
cypherbench:987,B,valid,natural,no,,,no
cypherbench:99,A,valid,natural,no,,,no
cypherbench:99,D,valid,natural,no,,,no
cypherbench:993,A,valid,natural,no,,,no
cypherbench:993,B,valid,natural,no,,,no
cypherbench:994,A,valid,natural,no,,,no
cypherbench:994,E,valid,natural,no,,,no
cypherbench:996,B,valid,natural,no,,,no
cypherbench:996,E,valid,natural,no,,,no
mindthequery:0,D,valid,natural,no,,,no
mindthequery:0,E,valid,natural,no,,,no
mindthequery:1000,A,valid,natural,no,,,no
mindthequery:1000,D,valid,natural,no,,,no
mindthequery:1001,B,valid,natural,no,,,no
mindthequery:1001,C,valid,natural,no,,,no
mindthequery:1006,A,valid,natural,no,,,no
mindthequery:1006,B,valid,natural,no,,,no
mindthequery:1007,C,valid,natural,no,Canada 2015,,no
mindthequery:1007,D,valid,natural,no,,,no
mindthequery:1010,C,valid,natural,no,,,no
mindthequery:1010,E,valid,natural,no,,,no
mindthequery:1014,A,valid,natural,no,,,no
mindthequery:1014,D,valid,natural,no,,,no
mindthequery:1016,A,valid,natural,no,,,no
mindthequery:1016,D,valid,natural,no,,,no
mindthequery:1017,D,valid,natural,no,,,no
mindthequery:1021,A,valid,natural,no,,,no
mindthequery:1021,B,valid,natural,no,,,no
mindthequery:1022,B,valid,natural,no,,,no
mindthequery:1022,E,valid,natural,no,,,no
mindthequery:1024,A,valid,natural,no,,,no
mindthequery:1024,D,valid,natural,no,,,no
mindthequery:1026,C,valid,natural,no,,'Blågult' is a well-known nickname for Swedish national sports teams.,no
mindthequery:1026,D,valid,natural,no,,,no
mindthequery:1028,B,valid,natural,no,,,no
mindthequery:1028,E,valid,unnatural,no,,,no
mindthequery:1029,A,valid,natural,no,,,no
mindthequery:1029,B,valid,natural,no,,,no
mindthequery:103,C,valid,natural,no,,,no
mindthequery:103,E,valid,natural,no,,,no
mindthequery:1037,D,valid,natural,no,,,no
mindthequery:1038,B,valid,natural,no,,,no
mindthequery:1038,E,valid,natural,no,,,no
mindthequery:1041,B,valid,natural,no,,,no
mindthequery:1041,E,unsure,natural,no,,missed year,no
mindthequery:1048,B,valid,natural,no,,,no
mindthequery:1048,C,valid,natural,no,,'Black Queens' is the official nickname for the Ghana women's national football team.,no
mindthequery:1049,A,valid,natural,no,,,no
mindthequery:1049,B,valid,natural,no,,,no
mindthequery:1053,B,valid,natural,no,,,no
mindthequery:1053,C,valid,natural,no,,,no
mindthequery:1054,A,valid,natural,no,,,no
mindthequery:1054,E,unsure,natural,no,,missed year,no
mindthequery:1055,C,valid,natural,no,,Helvetia is a well-known historical Latin name/alias for Switzerland.,no
mindthequery:1055,E,valid,natural,no,,,no
mindthequery:1057,D,valid,natural,no,,,no
mindthequery:1057,E,valid,natural,no,,,no
mindthequery:1058,D,valid,natural,no,,,no
mindthequery:1058,E,valid,natural,no,,,no
mindthequery:1059,B,valid,natural,no,,,no
mindthequery:1059,E,valid,natural,no,,,no
mindthequery:1060,D,valid,natural,no,,,no
mindthequery:1061,B,valid,natural,no,,,no
mindthequery:1061,E,valid,natural,no,,,no
mindthequery:1065,D,valid,natural,no,,,no
mindthequery:1065,E,valid,natural,no,,,no
mindthequery:1066,C,valid,natural,no,CMR,CMR is the standard ISO/FIFA 3-letter country code abbreviation for Cameroon.,no
mindthequery:1066,E,valid,natural,no,,,no
mindthequery:1070,B,valid,natural,no,,,no
mindthequery:1070,E,valid,natural,no,Los Cafeteros,It should be Los Cafeteros,no
mindthequery:1074,D,valid,natural,no,,,no
mindthequery:1074,E,valid,natural,no,,,no
mindthequery:108,C,valid,natural,no,Sick,Typo transposition of letters 'ck' to 'kc' in 'Sick'.,no
mindthequery:108,E,valid,natural,no,,,no
mindthequery:1080,B,valid,natural,no,,,no
mindthequery:1080,E,valid,natural,no,,,no
mindthequery:1087,A,valid,natural,no,,,no
mindthequery:1087,E,valid,natural,no,,,no
mindthequery:1088,A,valid,natural,no,,,no
mindthequery:1088,D,valid,natural,no,,,no
mindthequery:1091,B,valid,natural,no,,,no
mindthequery:1091,D,valid,natural,no,,,no
mindthequery:1097,A,valid,natural,no,,,no
mindthequery:1097,E,valid,natural,no,,,no
mindthequery:1100,A,valid,natural,no,,,no
mindthequery:1100,D,valid,natural,no,,,no
mindthequery:1103,A,valid,natural,no,,,no
mindthequery:1103,C,valid,natural,no,Black Queens,'Black Queens' is the well-known nickname/alias for the Ghana women's national football team.,no
mindthequery:1107,A,valid,natural,no,,,no
mindthequery:1107,D,valid,natural,no,,,no
mindthequery:1110,A,valid,natural,no,,,no
mindthequery:1110,C,valid,natural,no,,'La Albiceleste' is a well-known official nickname/alias for the Argentina national football team.,no
mindthequery:1111,A,valid,natural,no,,,no
mindthequery:1111,D,valid,natural,no,,,no
mindthequery:1112,D,valid,natural,no,,,no
mindthequery:1112,E,valid,natural,no,,,no
mindthequery:1114,A,valid,natural,no,,,no
mindthequery:1114,B,valid,natural,no,,,no
mindthequery:1116,A,valid,natural,no,,,no
mindthequery:1116,B,valid,natural,no,,,no
mindthequery:1117,D,valid,natural,no,,,no
mindthequery:1120,A,valid,natural,no,,,no
mindthequery:1120,D,valid,natural,no,,,no
mindthequery:1121,E,unsure,natural,no,,,no
mindthequery:1122,B,valid,natural,no,,,no
mindthequery:1122,D,valid,natural,no,,,no
mindthequery:1123,C,valid,natural,no,China PR 1991,Lowercasing is natural and preserves entity reference.,no
mindthequery:1124,D,valid,natural,no,,,no
mindthequery:1124,E,valid,natural,no,,,no
mindthequery:1127,A,valid,natural,no,,,no
mindthequery:1127,C,valid,natural,no,,'the Lionesses' is the official and widely recognized nickname/alias for the England women's national football team.,no
mindthequery:1129,C,invalid,unnatural,no,China PR 1991,Removing 'China' and leaving just 'PR 1991' makes the tournament name ambiguous and unnatural to refer to the 1991 FIFA Women's World Cup in China PR.,no
mindthequery:1129,E,unsure,natural,no,,,no
mindthequery:1130,C,invalid,unnatural,no,China 1991,"Dropping 'China' leaves 'PR 1991', which is ambiguous and not a standard or recognizable reference to the China PR 1991 tournament.",no
mindthequery:1130,E,unsure,natural,no,,,no
mindthequery:1131,B,valid,natural,no,,,no
mindthequery:1131,E,valid,natural,no,,,no
mindthequery:1132,B,valid,natural,no,,,no
mindthequery:1132,D,valid,natural,no,,,no
mindthequery:1134,C,valid,natural,no,,'Land of Smiles' is a well-known nickname for Thailand.,no
mindthequery:1134,D,valid,natural,no,,,no
mindthequery:1135,A,valid,natural,no,,,no
mindthequery:1135,C,valid,natural,no,WWC 2019,WWC 2019 is a standard and common abbreviation for the 2019 FIFA Women's World Cup held in France.,no
mindthequery:1136,A,valid,natural,no,,,no
mindthequery:1136,C,valid,natural,no,WWC 2019,WWC 2019 is a standard and common abbreviation for the 2019 FIFA Women's World Cup held in France.,no
mindthequery:1137,A,valid,natural,no,,,no
mindthequery:1137,E,valid,natural,no,,,no
mindthequery:1138,D,valid,natural,no,,,no
mindthequery:1138,E,valid,natural,no,,,no
mindthequery:1139,B,valid,natural,no,,,no
mindthequery:1139,E,valid,natural,no,,,no
mindthequery:1140,A,valid,natural,no,,,no
mindthequery:1140,C,valid,natural,no,,,no
mindthequery:1142,B,valid,natural,no,,,no
mindthequery:1142,D,valid,natural,no,,,no
mindthequery:1144,B,valid,natural,no,,,no
mindthequery:1144,E,valid,natural,no,Los Cafeteros,,no
mindthequery:1147,B,valid,natural,no,,,no
mindthequery:1148,B,valid,natural,no,,,no
mindthequery:1148,C,valid,natural,no,Thailand,'Land of Smiles' is a well-known sobriquet/alias for Thailand.,no
mindthequery:1150,B,valid,natural,no,,,yes
mindthequery:1150,D,valid,natural,no,,,yes
mindthequery:1153,B,valid,natural,no,,,no
mindthequery:1153,E,valid,natural,no,,,no
mindthequery:1156,A,valid,natural,no,,,no
mindthequery:1156,C,valid,natural,no,France,"""l'Hexagone"" is a common nickname/metonym for France.",no
mindthequery:116,C,valid,natural,no,Restaurant,'resto' is a common colloquial abbreviation/alias for restaurant.,no
mindthequery:116,D,valid,natural,no,,,no
mindthequery:1160,E,valid,natural,no,,,no
mindthequery:1161,E,valid,natural,no,,,no
mindthequery:1168,A,valid,natural,no,,,no
mindthequery:1168,C,valid,natural,no,Las Ticas,Las Ticas is a standard nickname for the Costa Rica women's national football team.,no
mindthequery:117,B,valid,natural,no,,,no
mindthequery:117,E,valid,natural,no,,,no
mindthequery:1171,A,valid,natural,no,,,no
mindthequery:1171,C,valid,natural,no,Germany,GER is the standard ISO and FIFA/IOC country abbreviation for Germany and is completely clear in a tournament context.,no
mindthequery:1172,A,valid,natural,no,,,no
mindthequery:1172,C,valid,natural,no,,,no
mindthequery:1174,A,valid,natural,no,,,no
mindthequery:1174,E,valid,natural,no,,,no
mindthequery:1175,D,valid,natural,no,,,no
mindthequery:1175,E,valid,natural,no,,,no
mindthequery:1183,B,valid,natural,no,,,no
mindthequery:1183,D,valid,natural,no,,,no
mindthequery:1187,C,valid,natural,no,,WWC 2011 is a widely recognized standard abbreviation for the 2011 FIFA Women's World Cup (Germany 2011).,no
mindthequery:1187,E,valid,natural,no,,,no
mindthequery:1188,D,valid,natural,no,,,no
mindthequery:1188,E,valid,natural,no,,,no
mindthequery:1189,B,valid,natural,no,,,no
mindthequery:1189,E,valid,natural,no,,,no
mindthequery:119,B,valid,natural,no,,,no
mindthequery:119,C,valid,natural,no,Restaurant,'resto' is a common colloquial abbreviation for restaurant.,no
mindthequery:1190,A,valid,natural,no,,,no
mindthequery:1190,C,valid,natural,no,Argentina,'La Albiceleste' is a widely recognized nickname/alias for the Argentina national football team.,no
mindthequery:1194,A,valid,natural,no,,,yes
mindthequery:1194,C,valid,natural,no,Canada 2015,Shortening the tournament name to 'Canada' is clear within the question context.,yes
mindthequery:1195,A,valid,natural,no,,,no
mindthequery:1195,D,valid,natural,no,,,no
mindthequery:1196,E,valid,natural,no,,,no
mindthequery:1199,A,valid,natural,no,,,no
mindthequery:1199,E,valid,natural,no,,,no
mindthequery:12,C,valid,natural,no,,,no
mindthequery:12,E,valid,natural,no,,,no
mindthequery:120,B,valid,natural,no,,,no
mindthequery:120,D,valid,natural,no,,,no
mindthequery:1200,B,valid,natural,no,,,no
mindthequery:1200,D,valid,natural,no,,,no
mindthequery:1201,B,valid,natural,no,,,no
mindthequery:1201,D,valid,natural,no,,,no
mindthequery:1202,D,valid,natural,no,,,no
mindthequery:1202,E,valid,natural,no,,,no
mindthequery:1203,C,valid,natural,no,Japan,JPN is the standard FIFA/IOC three-letter country abbreviation for Japan.,no
mindthequery:1203,E,valid,natural,no,,,no
mindthequery:1207,A,valid,natural,no,,,no
mindthequery:1207,B,valid,natural,no,,,no
mindthequery:1209,B,valid,natural,no,,,no
mindthequery:1209,D,valid,natural,no,,,no
mindthequery:121,C,valid,natural,no,Restaurant,'resto' is a widely recognized informal alias/abbreviation for restaurant.,no
mindthequery:121,E,valid,natural,no,,,no
mindthequery:1210,D,valid,natural,no,,,no
mindthequery:1210,E,valid,natural,no,,,no
mindthequery:1211,C,valid,natural,no,,,no
mindthequery:1211,D,valid,natural,no,,,no
mindthequery:1212,B,valid,natural,no,,,no
mindthequery:1212,D,valid,natural,no,,,no
mindthequery:1213,A,valid,natural,no,,,no
mindthequery:1213,D,valid,natural,no,,,no
mindthequery:1214,A,valid,natural,no,,,no
mindthequery:1214,C,valid,natural,no,France 2019,,no
mindthequery:1216,C,valid,natural,no,North Korea,'North Korea' is the widely accepted common alias for Korea DPR.,no
mindthequery:1216,D,valid,natural,no,,,no
mindthequery:1218,B,valid,natural,no,,,no
mindthequery:1218,E,valid,natural,no,,,no
mindthequery:1219,A,valid,natural,no,,,no
mindthequery:1219,C,valid,natural,no,,,no
mindthequery:122,C,valid,natural,no,,,no
mindthequery:122,E,valid,natural,no,,,no
mindthequery:1224,B,valid,natural,no,,,no
mindthequery:1224,D,valid,natural,no,,,no
mindthequery:1225,B,valid,natural,no,,,no
mindthequery:1225,E,valid,natural,no,,,no
mindthequery:1226,B,valid,natural,no,,,no
mindthequery:1226,C,valid,natural,no,,,no
mindthequery:123,A,valid,natural,no,,,no
mindthequery:123,D,valid,natural,no,,,no
mindthequery:127,B,valid,natural,no,,,no
mindthequery:129,A,valid,natural,no,,,no
mindthequery:129,D,valid,natural,no,,,no
mindthequery:13,B,valid,natural,no,,,no
mindthequery:13,D,valid,natural,no,,,no
mindthequery:131,C,valid,natural,no,,,no
mindthequery:131,E,valid,natural,no,,,no
mindthequery:132,A,valid,natural,no,,,no
mindthequery:133,D,valid,natural,no,,,no
mindthequery:133,E,valid,natural,no,,,no
mindthequery:137,A,valid,natural,no,,,no
mindthequery:137,B,valid,natural,no,,,no
mindthequery:140,A,valid,natural,no,,,no
mindthequery:140,C,valid,natural,no,Sick,Simple typo adding an extra 'i' to 'Sick'.,no
mindthequery:142,C,valid,natural,no,Hospital,Standard abbreviation 'Hosp.' for Hospital used appropriately in context.,no
mindthequery:142,E,valid,natural,no,,,no
mindthequery:148,A,valid,natural,no,,,no
mindthequery:148,E,valid,natural,no,,,no
mindthequery:151,B,valid,natural,no,,,no
mindthequery:151,D,valid,natural,no,,,no
mindthequery:156,E,valid,natural,no,,,no
mindthequery:158,A,valid,natural,no,,,no
mindthequery:158,E,valid,natural,no,,,no
mindthequery:160,B,valid,natural,no,,,no
mindthequery:160,E,valid,natural,no,,,no
mindthequery:164,B,valid,natural,no,,,no
mindthequery:164,C,valid,natural,no,resto,'resto' is a widely recognized informal abbreviation for restaurant.,no
mindthequery:165,B,valid,natural,no,,,no
mindthequery:165,D,valid,natural,no,,,no
mindthequery:166,A,valid,natural,no,,,no
mindthequery:166,B,valid,natural,no,,,no
mindthequery:169,A,valid,natural,no,,,no
mindthequery:169,B,valid,natural,no,,,no
mindthequery:172,A,valid,natural,no,,,no
mindthequery:173,B,valid,natural,no,,,no
mindthequery:173,E,valid,natural,no,,,no
mindthequery:176,A,valid,natural,no,,,no
mindthequery:176,E,valid,natural,no,,,no
mindthequery:177,B,valid,natural,no,,,no
mindthequery:177,D,valid,natural,no,,,no
mindthequery:178,B,valid,natural,no,,,no
mindthequery:183,A,valid,natural,no,,,no
mindthequery:183,C,valid,natural,no,Belgium,BE is the standard ISO 3166-1 alpha-2 country code for Belgium.,no
mindthequery:185,A,valid,natural,no,,,no
mindthequery:185,B,valid,natural,no,,,no
mindthequery:189,B,valid,natural,no,,,no
mindthequery:189,E,valid,natural,no,,,no
mindthequery:19,A,valid,natural,no,,,no
mindthequery:19,E,valid,natural,no,,,no
mindthequery:192,B,valid,natural,no,,,no
mindthequery:192,E,valid,natural,no,,,no
mindthequery:193,E,invalid,natural,no,,,no
mindthequery:195,B,valid,natural,no,,,no
mindthequery:195,D,valid,natural,no,,,no
mindthequery:199,A,valid,natural,no,,,no
mindthequery:199,E,valid,natural,no,,,no
mindthequery:206,C,valid,natural,no,'t Stad,'t Stad is a well-known local nickname/alias for Antwerp.,no
mindthequery:206,E,valid,natural,no,,,no
mindthequery:207,A,valid,natural,no,,,no
mindthequery:207,B,valid,natural,no,,,no
mindthequery:208,C,valid,natural,no,Belgium,BE is the standard ISO two-letter country code for Belgium.,no
mindthequery:208,E,valid,natural,no,,,no
mindthequery:210,D,valid,natural,no,,,no
mindthequery:210,E,valid,natural,no,,,no
mindthequery:218,A,valid,natural,no,,,no
mindthequery:218,E,valid,natural,no,,,no
mindthequery:22,A,valid,natural,no,,,no
mindthequery:220,C,valid,natural,no,Belgium,BE is the standard ISO 3166-1 alpha-2 code for Belgium.,no
mindthequery:220,E,valid,natural,no,,,no
mindthequery:226,B,valid,natural,no,,,no
mindthequery:226,D,valid,natural,no,,,no
mindthequery:227,C,valid,natural,no,Belgium,'BE' is the standard two-letter country code for Belgium.,no
mindthequery:227,E,valid,natural,no,,,no
mindthequery:232,A,valid,natural,no,,,no
mindthequery:232,E,valid,natural,no,,,no
mindthequery:237,D,invalid,natural,no,,“t Stad” does not exactly mean to 'Antwerp' when its in the question,no
mindthequery:237,E,valid,natural,no,,,no
mindthequery:238,B,valid,natural,no,,,no
mindthequery:238,C,valid,natural,no,,BE is the standard ISO 3166-1 alpha-2 country code for Belgium.,no
mindthequery:24,B,valid,natural,no,,,no
mindthequery:24,D,valid,natural,no,,,no
mindthequery:240,A,valid,natural,no,,,no
mindthequery:240,B,valid,natural,no,,,no
mindthequery:241,B,valid,natural,no,,,no
mindthequery:241,C,valid,natural,no,,BE is the standard ISO 3166-1 alpha-2 country code for Belgium.,no
mindthequery:246,B,valid,natural,no,,,no
mindthequery:246,C,valid,natural,no,Belgium,BE is the standard ISO two-letter country code for Belgium.,no
mindthequery:249,C,valid,natural,no,Grocery,Shortening 'Grocery shop' to 'Grocery' is completely natural and unambiguous in this context.,no
mindthequery:25,A,valid,natural,no,,,no
mindthequery:25,C,valid,natural,no,Under the weather,,no
mindthequery:250,A,valid,natural,no,,,no
mindthequery:250,D,valid,natural,no,,,no
mindthequery:254,B,valid,natural,no,,,no
mindthequery:254,D,valid,natural,no,,,no
mindthequery:257,B,valid,natural,no,,,no
mindthequery:258,A,valid,natural,no,,,no
mindthequery:258,D,invalid,natural,no,,“t Stad” does not exactly mean to 'Antwerp' when its in the question,no
mindthequery:263,D,valid,natural,no,,,no
mindthequery:263,E,valid,natural,no,,,no
mindthequery:27,A,valid,natural,no,,,no
mindthequery:27,E,valid,natural,no,,,no
mindthequery:270,A,valid,natural,no,,,no
mindthequery:270,D,invalid,natural,no,,“t Stad” does not exactly mean to 'Antwerp' when its in the question,no
mindthequery:280,A,valid,natural,no,,,no
mindthequery:280,B,valid,natural,no,,,no
mindthequery:281,A,valid,natural,no,,,no
mindthequery:281,D,valid,natural,no,,,no
mindthequery:282,C,valid,natural,no,,"""Grocery"" is a standard and natural truncation of ""Grocery shop"" or ""Grocery store"".",no
mindthequery:282,D,valid,natural,no,,,no
mindthequery:287,A,valid,natural,no,,,no
mindthequery:288,A,valid,natural,no,,,no
mindthequery:288,C,valid,natural,no,restaurant,'resto' is a common colloquial abbreviation/alias for restaurant.,no
mindthequery:289,C,valid,natural,no,,,no
mindthequery:289,D,valid,natural,no,,,no
mindthequery:292,C,valid,natural,no,Belgium,'BE' is the standard two-letter ISO country code for Belgium.,no
mindthequery:292,E,valid,natural,no,,,no
mindthequery:299,D,valid,natural,no,,,no
mindthequery:30,A,valid,natural,no,,,no
mindthequery:30,D,valid,natural,no,,,no
mindthequery:301,D,valid,natural,no,,,no
mindthequery:301,E,valid,natural,no,,,no
mindthequery:302,D,valid,natural,no,,,no
mindthequery:302,E,valid,natural,no,,,no
mindthequery:307,B,valid,natural,no,,,no
mindthequery:308,C,valid,natural,no,Sick,Typo of the health status 'Sick'.,no
mindthequery:309,C,valid,natural,no,Belgium,BE is the standard ISO 3166-1 alpha-2 country code for Belgium.,no
mindthequery:309,D,valid,natural,no,,,no
mindthequery:310,A,valid,natural,no,,,no
mindthequery:310,D,valid,natural,no,,,no
mindthequery:315,A,valid,natural,no,,,no
mindthequery:315,E,valid,natural,no,,,no
mindthequery:317,B,valid,natural,no,,,no
mindthequery:317,D,valid,natural,no,,,no
mindthequery:320,A,valid,natural,no,,,no
mindthequery:324,A,valid,natural,no,,,no
mindthequery:324,D,valid,natural,no,,,no
mindthequery:326,D,valid,natural,no,,,no
mindthequery:329,C,valid,natural,no,'t Stad,'t Stad is a well-known Dutch/Flemish nickname for Antwerp.,no
mindthequery:329,D,invalid,natural,no,,“t Stad” does not exactly mean to 'Antwerp' when its in the question,no
mindthequery:33,D,valid,natural,no,,,no
mindthequery:332,B,valid,natural,no,,,no
mindthequery:332,D,valid,natural,no,,,no
mindthequery:334,A,valid,natural,no,,,no
mindthequery:334,B,valid,natural,no,,,no
mindthequery:336,B,valid,natural,no,,,no
mindthequery:336,E,valid,natural,no,,,no
mindthequery:341,D,valid,natural,no,,,no
mindthequery:342,C,valid,natural,no,,,no
mindthequery:342,E,valid,natural,no,,,no
mindthequery:345,B,valid,natural,no,,,no
mindthequery:345,E,valid,natural,no,,,no
mindthequery:346,C,valid,natural,no,Hospital,,no
mindthequery:346,D,valid,natural,no,,,no
mindthequery:347,D,valid,natural,no,,,no
mindthequery:347,E,valid,natural,no,,,no
mindthequery:351,A,valid,natural,no,,,no
mindthequery:351,E,invalid,unnatural,no,,,no
mindthequery:353,A,valid,natural,no,,,no
mindthequery:353,D,valid,natural,no,,,no
mindthequery:355,C,valid,natural,no,OH,OH is standard USPS abbreviation for Ohio.,no
mindthequery:355,D,valid,natural,no,,,no
mindthequery:358,B,valid,natural,no,,,no
mindthequery:358,D,valid,natural,no,,,no
mindthequery:359,C,valid,natural,no,,,no
mindthequery:359,D,valid,natural,no,,,no
mindthequery:362,C,valid,natural,no,New York,'NY' is the standard two-letter postal abbreviation for the state of New York.,no
mindthequery:362,D,valid,natural,no,,,no
mindthequery:364,C,valid,natural,no,female,,no
mindthequery:364,D,valid,natural,no,,,no
mindthequery:366,C,valid,natural,no,IP address '117.187.248.143',,no
mindthequery:366,E,valid,natural,no,,,no
mindthequery:367,A,valid,natural,no,,,no
mindthequery:367,B,valid,natural,no,,,no
mindthequery:369,B,valid,natural,no,,,no
mindthequery:369,C,valid,natural,no,IL,Standard USPS state abbreviation.,no
mindthequery:37,D,valid,natural,no,,,no
mindthequery:372,B,valid,natural,no,,,no
mindthequery:372,D,valid,natural,no,,,no
mindthequery:373,B,valid,natural,no,,,no
mindthequery:373,E,valid,natural,no,,,no
mindthequery:38,B,valid,natural,no,,,no
mindthequery:38,E,valid,natural,no,,,no
mindthequery:380,C,valid,natural,no,Drama,,no
mindthequery:381,A,valid,natural,no,,,no
mindthequery:381,E,valid,natural,no,,,no
mindthequery:384,A,valid,natural,no,,,no
mindthequery:384,B,valid,natural,no,,,no
mindthequery:389,C,valid,natural,no,,Nick is a standard abbreviation/nickname for Nickolas.,no
mindthequery:389,E,valid,natural,no,,,no
mindthequery:390,C,valid,natural,no,KY,KY is the standard postal abbreviation for Kentucky.,no
mindthequery:390,E,valid,natural,no,,,no
mindthequery:391,A,valid,natural,no,,,no
mindthequery:391,C,valid,natural,no,,,no
mindthequery:392,C,valid,natural,no,,Abbreviating female to 'F' in database query context is standard and completely clear.,no
mindthequery:392,D,valid,natural,no,,,no
mindthequery:397,A,valid,natural,no,,,no
mindthequery:397,D,valid,natural,no,,,no
mindthequery:4,B,valid,natural,no,,,no
mindthequery:4,C,valid,natural,no,,,no
mindthequery:400,A,valid,natural,no,,,no
mindthequery:401,D,valid,natural,no,,,no
mindthequery:401,E,valid,natural,no,,,no
mindthequery:407,C,valid,natural,no,Documentary,'doc' is a widely understood abbreviation/slang for documentary.,no
mindthequery:407,E,valid,natural,no,,,no
mindthequery:41,C,valid,natural,no,,shopping centre is a standard synonym/alias for mall.,no
mindthequery:41,E,valid,natural,no,,,no
mindthequery:411,A,valid,natural,no,,,no
mindthequery:411,C,valid,natural,no,Connecticut,CT is the standard postal abbreviation for Connecticut.,no
mindthequery:412,B,valid,natural,no,,,no
mindthequery:412,D,valid,natural,no,,,no
mindthequery:415,A,valid,natural,no,,,no
mindthequery:415,D,valid,natural,no,,,no
mindthequery:42,A,valid,natural,no,,,no
mindthequery:42,B,valid,natural,no,,,no
mindthequery:420,B,valid,natural,no,,,no
mindthequery:420,D,valid,natural,no,,,no
mindthequery:427,B,valid,natural,no,,,no
mindthequery:427,E,valid,natural,no,,,no
mindthequery:428,A,valid,natural,no,,,no
mindthequery:429,A,valid,natural,no,,,no
mindthequery:429,C,valid,natural,no,,,no
mindthequery:431,A,valid,natural,no,,,no
mindthequery:431,B,valid,natural,no,,,no
mindthequery:433,A,valid,natural,no,,,no
mindthequery:433,E,valid,natural,no,,,no
mindthequery:441,A,valid,natural,no,,,no
mindthequery:441,C,valid,natural,no,United States,,no
mindthequery:444,A,valid,natural,no,,,no
mindthequery:444,C,valid,natural,no,NY,NY is the standard two-letter abbreviation for the state of New York.,no
mindthequery:445,B,valid,natural,no,,,no
mindthequery:445,D,valid,natural,no,,,no
mindthequery:446,D,valid,natural,no,,,no
mindthequery:448,A,valid,natural,no,,,no
mindthequery:448,B,valid,natural,no,,,no
mindthequery:45,B,valid,natural,no,,,no
mindthequery:45,C,valid,natural,no,,,no
mindthequery:451,B,valid,natural,no,,,no
mindthequery:451,D,valid,natural,no,,,no
mindthequery:452,C,valid,natural,no,,,no
mindthequery:452,E,valid,natural,no,,,no
mindthequery:454,A,valid,natural,no,,,no
mindthequery:454,E,valid,natural,no,,,no
mindthequery:455,B,valid,natural,no,,,no
mindthequery:455,D,valid,natural,no,,,no
mindthequery:457,A,valid,natural,no,,,no
mindthequery:457,C,valid,natural,no,,,no
mindthequery:458,A,valid,natural,no,,,no
mindthequery:463,B,valid,natural,no,,,no
mindthequery:463,E,valid,natural,no,,,no
mindthequery:464,A,valid,natural,no,,,no
mindthequery:467,D,valid,natural,no,,,no
mindthequery:467,E,valid,natural,no,,,no
mindthequery:469,D,valid,natural,no,,,no
mindthequery:469,E,valid,natural,no,,,no
mindthequery:470,A,valid,natural,no,,,no
mindthequery:470,E,valid,natural,no,,,no
mindthequery:471,E,valid,natural,no,,,no
mindthequery:477,A,valid,natural,no,,,no
mindthequery:477,E,valid,natural,no,,,no
mindthequery:479,A,valid,natural,no,,,no
mindthequery:479,B,valid,natural,no,,,no
mindthequery:48,A,valid,natural,no,,,no
mindthequery:48,E,valid,natural,no,,,no
mindthequery:481,B,valid,natural,no,,,no
mindthequery:481,E,valid,natural,no,,,no
mindthequery:484,A,valid,natural,no,,,no
mindthequery:484,E,valid,natural,no,,,no
mindthequery:485,B,valid,natural,no,,,no
mindthequery:485,C,invalid,natural,no,Dear John,Shortening the movie title 'Dear John' to just 'Dear' changes the title completely or creates ambiguity with other works.,no
